rule,value,n_node_samples,path_len
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 <= 1.871036 AND f13 > 0.391457 AND f14 <= -0.149109 AND f8 > -0.439802 AND f4 <= 1.547298 AND f0 > 1.850318 AND f13 > 0.411949 AND f10 <= 0.355305 AND f1 > 1.501403,71.0,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 <= 1.871036 AND f13 > 0.391457 AND f14 <= -0.149109 AND f8 > -0.439802 AND f4 > 1.547298 AND f13 <= 0.408324 AND f8 > -0.294589 AND f13 <= 0.403807 AND f6 <= -0.012117,98.5,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 <= 1.871036 AND f13 > 0.391457 AND f14 > -0.149109 AND f13 <= 0.418185 AND f4 <= 0.624724 AND f13 <= 0.400977 AND f6 > 0.240896 AND f4 <= 0.411153 AND f2 <= -0.751698,38.0,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 <= 1.871036 AND f13 > 0.391457 AND f14 > -0.149109 AND f13 <= 0.418185 AND f4 <= 0.624724 AND f13 <= 0.400977 AND f6 > 0.240896 AND f4 > 0.411153 AND f11 <= 0.957248,51.5,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 <= 1.871036 AND f13 > 0.391457 AND f14 > -0.149109 AND f13 <= 0.418185 AND f4 <= 0.624724 AND f13 <= 0.400977 AND f6 > 0.240896 AND f4 > 0.411153 AND f11 > 0.957248,59.0,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 <= 1.871036 AND f13 > 0.391457 AND f14 > -0.149109 AND f13 <= 0.418185 AND f4 <= 0.624724 AND f13 > 0.400977 AND f1 > 0.283680 AND f6 <= 0.494890 AND f8 > 1.520576,56.00000000000001,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 <= 1.871036 AND f13 > 0.391457 AND f14 > -0.149109 AND f13 <= 0.418185 AND f4 > 0.624724 AND f13 <= 0.404428 AND f0 > 0.769154 AND f8 <= 0.939723 AND f3 > 1.748402,51.0,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 <= 1.871036 AND f13 > 0.391457 AND f14 > -0.149109 AND f13 <= 0.418185 AND f4 > 0.624724 AND f13 <= 0.404428 AND f0 > 0.769154 AND f8 > 0.939723 AND f13 <= 0.398355,86.0,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 <= 1.871036 AND f13 > 0.391457 AND f14 > -0.149109 AND f13 <= 0.418185 AND f4 > 0.624724 AND f13 <= 0.404428 AND f0 > 0.769154 AND f8 > 0.939723 AND f13 > 0.398355,83.5,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 <= 1.871036 AND f13 > 0.391457 AND f14 > -0.149109 AND f13 > 0.418185 AND f0 > 0.665417 AND f14 <= -0.135623 AND f3 > 1.465557 AND f0 > 1.405404 AND f2 <= -1.395090,44.0,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 <= 1.871036 AND f13 > 0.391457 AND f14 > -0.149109 AND f13 > 0.418185 AND f0 > 0.665417 AND f14 <= -0.135623 AND f3 > 1.465557 AND f0 > 1.405404 AND f2 > -1.395090,43.5,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 <= 1.871036 AND f13 > 0.391457 AND f14 > -0.149109 AND f13 > 0.418185 AND f0 > 0.665417 AND f14 > -0.135623 AND f8 <= 0.358870 AND f0 <= 1.232510 AND f10 <= 0.793070,31.0,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 <= 1.871036 AND f13 > 0.391457 AND f14 > -0.149109 AND f13 > 0.418185 AND f0 > 0.665417 AND f14 > -0.135623 AND f8 <= 0.358870 AND f0 > 1.232510 AND f13 <= 0.422815,34.5,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 <= 1.871036 AND f13 > 0.391457 AND f14 > -0.149109 AND f13 > 0.418185 AND f0 > 0.665417 AND f14 > -0.135623 AND f8 > 0.358870 AND f5 <= 0.241837 AND f4 <= 0.782418,38.5,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 <= 1.871036 AND f13 > 0.391457 AND f14 > -0.149109 AND f13 > 0.418185 AND f0 > 0.665417 AND f14 > -0.135623 AND f8 > 0.358870 AND f5 > 0.241837 AND f10 <= 0.501227,44.0,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 <= 1.871036 AND f13 > 0.391457 AND f14 > -0.149109 AND f13 > 0.418185 AND f0 > 0.665417 AND f14 > -0.135623 AND f8 > 0.358870 AND f5 > 0.241837 AND f10 > 0.501227,44.5,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 > 1.871036 AND f13 <= 0.431776 AND f5 <= 0.386060 AND f4 <= 1.731068 AND f13 <= 0.412195 AND f7 <= 0.211563 AND f6 <= 0.417417 AND f5 > 0.258120 AND f9 <= 0.261179,69.5,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 > 1.871036 AND f13 <= 0.431776 AND f5 <= 0.386060 AND f4 <= 1.731068 AND f13 <= 0.412195 AND f7 <= 0.211563 AND f6 <= 0.417417 AND f5 > 0.258120 AND f9 > 0.261179,69.0,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 > 1.871036 AND f13 <= 0.431776 AND f5 <= 0.386060 AND f4 <= 1.731068 AND f13 <= 0.412195 AND f7 > 0.211563 AND f1 <= 2.071801 AND f13 <= -0.769479 AND f14 <= -0.140397,75.0,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 > 1.871036 AND f13 <= 0.431776 AND f5 <= 0.386060 AND f4 <= 1.731068 AND f13 <= 0.412195 AND f7 > 0.211563 AND f1 <= 2.071801 AND f13 > -0.769479 AND f3 > 1.977302,84.5,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 > 1.871036 AND f13 <= 0.431776 AND f5 <= 0.386060 AND f4 <= 1.731068 AND f13 > 0.412195 AND f10 > -0.520224 AND f4 <= 1.503839 AND f10 > 0.501227 AND f4 > 1.434304,42.5,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 > 1.871036 AND f13 <= 0.431776 AND f5 <= 0.386060 AND f4 <= 1.731068 AND f13 > 0.412195 AND f10 > -0.520224 AND f4 > 1.503839 AND f0 > 1.688950 AND f7 <= 0.207103,54.50000000000001,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 > 1.871036 AND f13 <= 0.431776 AND f5 <= 0.386060 AND f4 > 1.731068 AND f0 <= 3.351039 AND f13 <= 0.412013 AND f9 > -0.731350 AND f0 <= 2.576473 AND f7 <= 0.210612,72.0,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 > 1.871036 AND f13 <= 0.431776 AND f5 <= 0.386060 AND f4 > 1.731068 AND f0 <= 3.351039 AND f13 <= 0.412013 AND f9 > -0.731350 AND f0 > 2.576473 AND f1 > 2.859850,81.316091954023,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 > 1.871036 AND f13 <= 0.431776 AND f5 <= 0.386060 AND f4 > 1.731068 AND f0 <= 3.351039 AND f13 > 0.412013 AND f3 <= 2.783555 AND f13 > 0.420400 AND f9 > 0.261179,45.5,1,14
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 > 1.871036 AND f13 <= 0.431776 AND f5 <= 0.386060 AND f4 > 1.731068 AND f0 <= 3.351039 AND f13 > 0.412013 AND f3 > 2.783555 AND f9 > -0.235085 AND f0 > 3.270355,85.5,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 <= -1.571988 AND f4 <= -1.473729 AND f4 > -1.804018 AND f1 > -1.926611 AND f2 <= 2.547646 AND f8 <= -0.730229 AND f5 <= -0.105926 AND f1 > -1.789640 AND f13 > -1.384884 AND f13 > 0.388334 AND f5 > -0.164080,30.5,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 <= -1.571988 AND f4 <= -1.473729 AND f4 > -1.804018 AND f1 > -1.926611 AND f2 <= 2.547646 AND f8 <= -0.730229 AND f5 > -0.105926 AND f5 <= -0.059402 AND f13 <= 0.388758 AND f7 > 0.184037 AND f10 <= -1.395754,22.0,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 <= -1.571988 AND f4 <= -1.473729 AND f4 > -1.804018 AND f1 > -1.926611 AND f2 <= 2.547646 AND f8 <= -0.730229 AND f5 > -0.105926 AND f5 <= -0.059402 AND f13 <= 0.388758 AND f7 > 0.184037 AND f10 > -1.395754,22.5,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 <= -1.571988 AND f4 <= -1.473729 AND f4 > -1.804018 AND f1 > -1.926611 AND f2 > 2.547646 AND f8 > -1.020655 AND f5 > -0.132677 AND f1 <= -1.639535 AND f3 <= -1.275412 AND f0 > -1.741269 AND f14 <= -0.248081,19.5,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 <= -1.571988 AND f4 <= -1.473729 AND f4 > -1.804018 AND f1 > -1.926611 AND f2 > 2.547646 AND f8 > -1.020655 AND f5 > -0.132677 AND f1 <= -1.639535 AND f3 <= -1.275412 AND f0 > -1.741269 AND f14 > -0.248081,20.0,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 <= 0.614656 AND f14 <= -0.263189 AND f6 <= 0.292872 AND f6 <= 0.227167 AND f10 <= -1.395754 AND f4 > -1.190624 AND f5 <= -0.066381 AND f14 <= -0.271382 AND f2 > 0.588047 AND f13 > 0.389838,63.0,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 <= 0.614656 AND f14 <= -0.263189 AND f6 <= 0.292872 AND f6 <= 0.227167 AND f10 > -1.395754 AND f8 <= 0.576690 AND f14 > -0.277439 AND f1 > -0.669484 AND f5 <= -0.030325 AND f5 <= -0.043119,67.5,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 <= 0.614656 AND f14 <= -0.263189 AND f6 <= 0.292872 AND f6 <= 0.227167 AND f10 > -1.395754 AND f8 <= 0.576690 AND f14 > -0.277439 AND f1 > -0.669484 AND f5 <= -0.030325 AND f5 > -0.043119,66.0,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 <= 0.614656 AND f14 <= -0.263189 AND f6 <= 0.292872 AND f6 <= 0.227167 AND f10 > -1.395754 AND f8 <= 0.576690 AND f14 > -0.277439 AND f1 > -0.669484 AND f5 > -0.030325 AND f3 > -1.479526,71.0,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 <= 0.614656 AND f14 > -0.263189 AND f13 <= 0.406091 AND f3 <= -0.270686 AND f4 <= -0.552397 AND f3 > -1.734670 AND f10 > -0.812067 AND f2 > 0.455344 AND f3 <= -0.318101 AND f1 <= -1.299924,42.0,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 <= 0.614656 AND f14 > -0.263189 AND f13 <= 0.406091 AND f3 <= -0.270686 AND f4 <= -0.552397 AND f3 > -1.734670 AND f10 > -0.812067 AND f2 > 0.455344 AND f3 > -0.318101 AND f0 <= -1.225343,44.5,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 <= 0.614656 AND f14 > -0.263189 AND f13 <= 0.406091 AND f3 <= -0.270686 AND f4 <= -0.552397 AND f3 > -1.734670 AND f10 > -0.812067 AND f2 > 0.455344 AND f3 > -0.318101 AND f0 > -1.225343,44.0,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 > 0.614656 AND f3 <= -1.262290 AND f6 > -2.592262 AND f1 <= -1.149819 AND f2 <= 1.843446 AND f4 > -1.669916 AND f7 <= 0.182766 AND f1 <= -1.356213 AND f13 > 0.386258 AND f2 <= 1.158861,39.0,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 > 0.614656 AND f3 <= -1.262290 AND f6 > -2.592262 AND f1 <= -1.149819 AND f2 <= 1.843446 AND f4 > -1.669916 AND f7 <= 0.182766 AND f1 > -1.356213 AND f6 > -0.120971 AND f13 > 0.388716,55.00000000000001,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 > 0.614656 AND f3 <= -1.262290 AND f6 > -2.592262 AND f1 <= -1.149819 AND f2 <= 1.843446 AND f4 > -1.669916 AND f7 > 0.182766 AND f0 > -1.607564 AND f2 <= 1.041168 AND f1 <= -1.511947,27.500000000000004,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 > 0.614656 AND f3 <= -1.262290 AND f6 > -2.592262 AND f1 > -1.149819 AND f5 <= 0.089473 AND f6 <= 0.502735 AND f7 <= 0.183743 AND f2 <= 1.725752 AND f13 <= 0.390725 AND f7 <= 0.180214,61.0,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 > 0.614656 AND f3 <= -1.262290 AND f6 > -2.592262 AND f1 > -1.149819 AND f5 <= 0.089473 AND f6 <= 0.502735 AND f7 > 0.183743 AND f0 <= -1.185702 AND f8 <= -0.076769 AND f7 <= 0.184550,49.5,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 > 0.614656 AND f3 <= -1.262290 AND f6 > -2.592262 AND f1 > -1.149819 AND f5 <= 0.089473 AND f6 <= 0.502735 AND f7 > 0.183743 AND f0 <= -1.185702 AND f8 > -0.076769 AND f1 > -0.935920,44.5,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 > 0.614656 AND f3 <= -1.262290 AND f6 > -2.592262 AND f1 > -1.149819 AND f5 <= 0.089473 AND f6 <= 0.502735 AND f7 > 0.183743 AND f0 > -1.185702 AND f0 <= -1.084271 AND f3 <= -1.476611,55.00000000000001,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 > 0.614656 AND f3 <= -1.262290 AND f6 > -2.592262 AND f1 > -1.149819 AND f5 <= 0.089473 AND f6 <= 0.502735 AND f7 > 0.183743 AND f0 > -1.185702 AND f0 <= -1.084271 AND f3 > -1.476611,59.5,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 > 0.614656 AND f3 > -1.262290 AND f13 <= 0.395653 AND f14 > -0.246319 AND f0 > -1.534505 AND f8 <= 0.576690 AND f4 <= -0.753712 AND f13 <= 0.394334 AND f6 <= 0.086931 AND f13 <= 0.386654,22.5,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 > 0.614656 AND f3 > -1.262290 AND f13 <= 0.395653 AND f14 > -0.246319 AND f0 > -1.534505 AND f8 <= 0.576690 AND f4 <= -0.753712 AND f13 > 0.394334 AND f13 > 0.394944 AND f3 > -0.118804,29.5,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 <= -0.288834 AND f13 > -2.257548 AND f13 <= -1.478622 AND f13 <= -1.817440 AND f13 > -2.024549 AND f13 <= -1.910233 AND f13 <= -1.958649 AND f13 > -2.002273 AND f13 > -1.984044 AND f13 > -1.973609 AND f6 <= 0.388977,38.6551724137931,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 <= -0.288834 AND f13 > -2.257548 AND f13 <= -1.478622 AND f13 <= -1.817440 AND f13 > -2.024549 AND f13 <= -1.910233 AND f13 <= -1.958649 AND f13 > -2.002273 AND f13 > -1.984044 AND f13 > -1.973609 AND f6 > 0.388977,38.741379310344826,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 <= -0.288834 AND f13 > -2.257548 AND f13 <= -1.478622 AND f13 <= -1.817440 AND f13 > -2.024549 AND f13 <= -1.910233 AND f13 > -1.958649 AND f13 <= -1.934074 AND f13 <= -1.945810 AND f4 <= -0.644282 AND f11 > 0.957248,39.002873563218394,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 <= -0.288834 AND f13 > -2.257548 AND f13 <= -1.478622 AND f13 <= -1.817440 AND f13 > -2.024549 AND f13 <= -1.910233 AND f13 > -1.958649 AND f13 <= -1.934074 AND f13 > -1.945810 AND f7 > 0.203908 AND f10 <= -0.082459,39.13265306122449,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 <= -0.288834 AND f13 > -2.257548 AND f13 <= -1.478622 AND f13 <= -1.817440 AND f13 > -2.024549 AND f13 <= -1.910233 AND f13 > -1.958649 AND f13 <= -1.934074 AND f13 > -1.945810 AND f7 > 0.203908 AND f10 > -0.082459,39.08620689655172,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 <= -0.288834 AND f13 > -2.257548 AND f13 <= -1.478622 AND f13 <= -1.817440 AND f13 > -2.024549 AND f13 <= -1.910233 AND f13 > -1.958649 AND f13 > -1.934074 AND f13 <= -1.920815 AND f2 > 0.491931 AND f7 > 0.203831,39.357142857142854,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 <= -0.288834 AND f13 > -2.257548 AND f13 <= -1.478622 AND f13 <= -1.817440 AND f13 > -2.024549 AND f13 <= -1.910233 AND f13 > -1.958649 AND f13 > -1.934074 AND f13 > -1.920815 AND f1 > -1.125427 AND f13 <= -1.917427,39.51724137931035,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 <= -0.288834 AND f13 > -2.257548 AND f13 <= -1.478622 AND f13 <= -1.817440 AND f13 > -2.024549 AND f13 <= -1.910233 AND f13 > -1.958649 AND f13 > -1.934074 AND f13 > -1.920815 AND f1 > -1.125427 AND f13 > -1.917427,39.548850574712645,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 <= -0.288834 AND f13 > -2.257548 AND f13 <= -1.478622 AND f13 > -1.817440 AND f13 > -1.678584 AND f13 <= -1.575320 AND f13 > -1.647774 AND f13 <= -1.625374 AND f1 > -0.977199 AND f4 > -0.864060 AND f10 <= 0.647149,45.1,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 <= -0.288834 AND f13 > -2.257548 AND f13 <= -1.478622 AND f13 > -1.817440 AND f13 > -1.678584 AND f13 <= -1.575320 AND f13 > -1.647774 AND f13 <= -1.625374 AND f1 > -0.977199 AND f4 > -0.864060 AND f10 > 0.647149,45.128205128205124,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 <= -0.288834 AND f13 > -2.257548 AND f13 <= -1.478622 AND f13 > -1.817440 AND f13 > -1.678584 AND f13 <= -1.575320 AND f13 > -1.647774 AND f13 > -1.625374 AND f13 <= -1.609963 AND f4 <= -0.602064 AND f14 > -0.168559,45.53846153846154,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 <= -0.288834 AND f13 > -2.257548 AND f13 > -1.478622 AND f13 <= -1.180526 AND f13 <= -1.307177 AND f13 <= -1.369154 AND f13 > -1.409985 AND f0 > -1.146513 AND f13 <= -1.394258 AND f5 <= 0.154606 AND f14 <= -0.218653,51.298969072164944,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 <= -0.288834 AND f13 > -2.257548 AND f13 > -1.478622 AND f13 <= -1.180526 AND f13 <= -1.307177 AND f13 <= -1.369154 AND f13 > -1.409985 AND f0 > -1.146513 AND f13 <= -1.394258 AND f5 <= 0.154606 AND f14 > -0.218653,51.24742268041237,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 > -0.288834 AND f1 <= -0.892765 AND f13 <= 0.390917 AND f3 <= -0.549347 AND f1 > -1.652670 AND f2 <= 0.741049 AND f7 > 0.195499 AND f8 <= -0.802835 AND f1 <= -1.307429 AND f0 > -0.973619 AND f1 <= -1.436894,33.0,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 > -0.288834 AND f1 <= -0.892765 AND f13 <= 0.390917 AND f3 <= -0.549347 AND f1 > -1.652670 AND f2 > 0.741049 AND f13 <= 0.388669 AND f6 <= 0.659643 AND f14 > -0.233733 AND f6 <= -0.117049 AND f9 <= 0.757444,39.25,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 > -0.288834 AND f1 <= -0.892765 AND f13 <= 0.390917 AND f3 <= -0.549347 AND f1 > -1.652670 AND f2 > 0.741049 AND f13 <= 0.388669 AND f6 <= 0.659643 AND f14 > -0.233733 AND f6 <= -0.117049 AND f9 > 0.757444,37.33333333333333,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 > -0.288834 AND f1 <= -0.892765 AND f13 <= 0.390917 AND f3 <= -0.549347 AND f1 > -1.652670 AND f2 > 0.741049 AND f13 > 0.388669 AND f5 <= 0.236022 AND f2 > 1.647290 AND f1 > -1.410626 AND f10 <= 1.230835,30.0,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 > -0.288834 AND f1 <= -0.892765 AND f13 <= 0.390917 AND f3 <= -0.549347 AND f1 > -1.652670 AND f2 > 0.741049 AND f13 > 0.388669 AND f5 > 0.236022 AND f0 <= -1.084271 AND f14 <= -0.156156 AND f3 > -0.622245,21.5,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 > -0.288834 AND f1 <= -0.892765 AND f13 <= 0.390917 AND f3 > -0.549347 AND f4 <= -1.044105 AND f0 <= -0.996672 AND f7 > 0.197540 AND f2 <= 1.237324 AND f3 <= -0.205267 AND f5 <= 0.286035 AND f14 <= -0.156650,25.75,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 > -0.288834 AND f1 <= -0.892765 AND f13 <= 0.390917 AND f3 > -0.549347 AND f4 <= -1.044105 AND f0 <= -0.996672 AND f7 > 0.197540 AND f2 <= 1.237324 AND f3 <= -0.205267 AND f5 <= 0.286035 AND f14 > -0.156650,24.75,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 > -0.288834 AND f1 <= -0.892765 AND f13 <= 0.390917 AND f3 > -0.549347 AND f4 <= -1.044105 AND f0 <= -0.996672 AND f7 > 0.197540 AND f2 <= 1.237324 AND f3 <= -0.205267 AND f5 > 0.286035 AND f3 <= -0.279623,23.25,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 > -0.288834 AND f1 <= -0.892765 AND f13 <= 0.390917 AND f3 > -0.549347 AND f4 <= -1.044105 AND f0 <= -0.996672 AND f7 > 0.197540 AND f2 <= 1.237324 AND f3 <= -0.205267 AND f5 > 0.286035 AND f3 > -0.279623,23.0,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 > -0.288834 AND f1 <= -0.892765 AND f13 <= 0.390917 AND f3 > -0.549347 AND f4 <= -1.044105 AND f0 <= -0.996672 AND f7 > 0.197540 AND f2 <= 1.237324 AND f3 > -0.205267 AND f12 <= 0.479511 AND f6 <= 0.317388,21.5,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 > -0.288834 AND f1 <= -0.892765 AND f13 <= 0.390917 AND f3 > -0.549347 AND f4 <= -1.044105 AND f0 <= -0.996672 AND f7 > 0.197540 AND f2 <= 1.237324 AND f3 > -0.205267 AND f12 <= 0.479511 AND f6 > 0.317388,24.0,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 > -0.288834 AND f1 <= -0.892765 AND f13 <= 0.390917 AND f3 > -0.549347 AND f4 <= -1.044105 AND f0 <= -0.996672 AND f7 > 0.197540 AND f2 <= 1.237324 AND f3 > -0.205267 AND f12 > 0.479511 AND f5 <= 0.280219,20.0,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 > -0.288834 AND f1 <= -0.892765 AND f13 <= 0.390917 AND f3 > -0.549347 AND f4 <= -1.044105 AND f0 <= -0.996672 AND f7 > 0.197540 AND f2 > 1.237324 AND f5 <= 0.289524 AND f6 <= 0.153616 AND f8 > -0.439802,26.0,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 > -0.288834 AND f1 <= -0.892765 AND f13 <= 0.390917 AND f3 > -0.549347 AND f4 > -1.044105 AND f9 <= 0.261179 AND f7 > 0.198432 AND f8 <= -1.165868 AND f1 <= -1.087901 AND f8 > -1.456295 AND f0 <= -1.510743,25.0,1,14
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 > -0.288834 AND f1 <= -0.892765 AND f13 <= 0.390917 AND f3 > -0.549347 AND f4 > -1.044105 AND f9 <= 0.261179 AND f7 > 0.198432 AND f8 <= -1.165868 AND f1 > -1.087901 AND f2 <= 0.795973 AND f0 <= -1.114240,25.5,1,14
