rule,value,n_node_samples,path_len
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 <= 0.392633 AND f13 > -1.518162 AND f4 > -0.558605 AND f7 <= 0.214745 AND f9 > -1.227614 AND f7 <= 0.207656 AND f14 > -0.198952 AND f9 > 0.261179 AND f3 <= 0.497470 AND f13 <= 0.391938 AND f6 > 0.342886,50.654545454545456,3,20
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 <= -0.729958 AND f13 > 0.394836 AND f4 > -1.170757 AND f0 <= -0.272822 AND f8 <= 0.576690 AND f6 <= -0.082725 AND f1 <= -0.121603 AND f1 > -0.236057 AND f5 > 0.416300,40.66737891737892,3,20
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 <= -0.070942 AND f3 <= 0.253991 AND f13 > 0.393244 AND f3 <= 0.181093 AND f6 <= 0.468412 AND f13 > 0.395754 AND f14 <= -0.225287 AND f3 <= -0.126537,45.75,3,20
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 <= -0.070942 AND f3 <= 0.253991 AND f13 > 0.393244 AND f3 <= 0.181093 AND f6 <= 0.468412 AND f13 > 0.395754 AND f14 <= -0.225287 AND f3 > -0.126537,50.5,3,20
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 <= -0.070942 AND f3 > 0.253991 AND f0 <= 0.317324 AND f7 > 0.199401 AND f7 > 0.201782 AND f14 <= -0.171812 AND f1 <= -0.192902 AND f0 > -0.623220,44.25,3,20
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 > -0.427441 AND f13 > -1.908863 AND f10 <= 0.938992 AND f13 <= 0.402842 AND f13 > 0.392633 AND f14 <= -0.170322 AND f4 > -0.729958 AND f1 <= -0.070942 AND f3 > 0.253991 AND f0 <= 0.317324 AND f7 > 0.199401 AND f7 > 0.201782 AND f14 <= -0.171812 AND f1 > -0.192902 AND f9 <= 1.253709,38.0,3,20
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 > 0.030378 AND f4 <= 0.762551 AND f13 > -1.654668 AND f13 <= 0.406418 AND f1 <= 0.497579 AND f13 <= 0.397420 AND f13 > -1.386342 AND f13 <= 0.394584 AND f13 <= 0.391078 AND f3 <= 0.729286 AND f9 <= 1.253709 AND f9 > -0.979482 AND f2 <= 0.397776 AND f13 > -1.279941 AND f8 > 0.358870 AND f13 <= -1.245504 AND f13 <= -1.254719,55.5615763546798,3,20
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 > 0.030378 AND f4 <= 0.762551 AND f13 > -1.654668 AND f13 <= 0.406418 AND f1 <= 0.497579 AND f13 <= 0.397420 AND f13 > -1.386342 AND f13 > 0.394584 AND f5 > 0.108082 AND f1 <= 0.251783 AND f3 > 0.176719 AND f9 > -1.227614 AND f8 <= 1.593183 AND f8 <= 1.230149 AND f10 > -0.666146 AND f6 > -0.253362 AND f8 <= -1.165868,52.1,3,20
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 > -0.288834 AND f1 > -0.892765 AND f13 > 0.401985 AND f7 > 0.200996,18.0,2,7
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 <= 0.187807 AND f2 > 0.397855 AND f8 <= -0.802835 AND f8 <= -1.528901 AND f0 > -0.698171 AND f1 > -0.723072,54.500000000000014,2,8
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 <= -1.068439 AND f8 <= -0.294589 AND f10 > 0.355305 AND f13 <= 0.401247 AND f0 > 1.432885 AND f13 > 0.393906 AND f2 <= -1.274093,50.0,2,9
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 <= -0.169958 AND f13 <= -1.388880 AND f13 > -1.609131 AND f13 > -1.487524 AND f13 <= -1.441431 AND f4 <= -0.279225,49.5,2,9
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 <= -1.571988 AND f4 > -1.473729 AND f10 <= 1.522678 AND f14 <= -0.268529 AND f10 <= -1.395754 AND f0 <= -1.211060,39.5,2,9
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 > 0.614656 AND f3 > -1.262290 AND f13 > 0.395653 AND f13 > 0.400877 AND f3 <= -0.043434,45.5,2,9
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 <= 0.187807 AND f2 <= 0.397855 AND f13 <= 0.392039 AND f3 <= -1.762371 AND f8 > 0.867116 AND f13 <= 0.389687 AND f13 > 0.388871,93.5,2,9
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 <= 0.187807 AND f2 > 0.397855 AND f8 > -0.802835 AND f4 > -0.351243 AND f4 <= 0.089556 AND f14 > -0.257290 AND f1 <= -0.362295,53.0,2,9
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 <= -0.985277 AND f7 > 0.192860 AND f2 > 0.470354 AND f4 <= -0.738650 AND f13 <= -2.614913,27.500000000000004,2,9
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 <= -1.068439 AND f8 > -0.294589 AND f4 <= 1.755673 AND f3 <= 0.647257 AND f6 > 0.438011 AND f13 <= 0.397212 AND f7 > 0.192909 AND f7 > 0.193186,133.5,2,10
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 <= -0.169958 AND f13 <= -1.388880 AND f13 > -1.609131 AND f13 > -1.487524 AND f13 > -1.441431 AND f13 <= -1.414890 AND f4 <= -0.241975,50.5,2,10
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 <= -0.288834 AND f13 <= -2.257548 AND f13 <= -3.849184 AND f13 <= -5.871584 AND f0 > -1.510743 AND f13 <= -6.836297 AND f14 <= -0.128692,11.5,2,10
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 <= -0.288834 AND f13 <= -2.257548 AND f13 <= -3.849184 AND f13 > -5.871584 AND f13 <= -4.694530 AND f13 <= -5.199214 AND f13 <= -5.460994,15.0,2,10
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 <= -0.288834 AND f13 <= -2.257548 AND f13 > -3.849184 AND f13 > -3.010545 AND f13 <= -2.587637 AND f13 > -2.738617 AND f9 <= 0.261179,30.0,2,10
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 > -0.288834 AND f1 <= -0.892765 AND f13 <= 0.390917 AND f3 <= -0.549347 AND f1 <= -1.652670 AND f0 > -1.312491 AND f6 > 0.657681,23.0,2,10
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 <= 0.187807 AND f2 <= 0.397855 AND f13 <= 0.392039 AND f3 <= -1.762371 AND f8 <= 0.867116 AND f1 > -0.778115 AND f3 <= -1.772577 AND f13 <= 0.389520,86.5,2,10
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 <= 0.187807 AND f2 <= 0.397855 AND f13 <= 0.392039 AND f3 > -1.762371 AND f1 <= -0.464114 AND f6 <= -0.424979 AND f3 > -1.622407 AND f8 > -0.875442,50.0,2,10
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 <= -0.985277 AND f7 > 0.192860 AND f2 <= 0.470354 AND f2 <= 0.058426 AND f6 > 0.576286 AND f3 <= -1.129616,49.5,2,10
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 <= -1.068439 AND f8 > -0.294589 AND f4 > 1.755673 AND f10 > 1.522678 AND f0 <= 2.151669 AND f4 > 1.855939 AND f0 > 2.034738 AND f8 > 0.286264 AND f1 > 1.800625,104.0,2,11
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 <= -0.241364 AND f2 <= -0.747775 AND f13 > 0.391811 AND f10 <= -1.395754 AND f1 > 0.567002 AND f13 > 0.396135 AND f13 <= 0.397883 AND f14 > -0.284820,83.5,2,11
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 <= -0.241364 AND f2 <= -0.747775 AND f13 > 0.391811 AND f10 <= -1.395754 AND f1 > 0.567002 AND f13 > 0.396135 AND f13 > 0.397883 AND f3 <= -0.472075,82.5,2,11
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 <= -0.169958 AND f13 <= -1.388880 AND f13 > -1.609131 AND f13 <= -1.487524 AND f8 > 0.286264 AND f13 > -1.568496 AND f7 <= 0.205044 AND f9 <= -0.235085,47.0,2,11
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 <= -1.779359 AND f13 <= -2.151971 AND f13 > -2.480293 AND f13 <= -2.260211 AND f6 <= 0.090854 AND f1 > -0.269831,33.5,2,11
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 <= -1.779359 AND f13 <= -2.151971 AND f13 > -2.480293 AND f13 > -2.260211 AND f2 > -0.424118 AND f5 <= 0.395365,35.5,2,11
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 > 0.392464 AND f1 > 0.094173 AND f4 <= 0.211241 AND f3 <= 0.796353 AND f10 <= 0.647149,52.5,2,11
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 <= -0.166710 AND f4 > 2.030314 AND f13 <= 0.410704 AND f1 > 1.818500 AND f13 > 0.404559 AND f3 > 1.448062 AND f13 <= 0.408137,115.99999999999997,2,11
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 <= -1.571988 AND f4 <= -1.473729 AND f4 <= -1.804018 AND f2 <= 3.632389 AND f1 <= -1.920982 AND f4 <= -1.841269 AND f5 <= -0.138492 AND f6 > 0.195785,12.5,2,11
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 <= -1.571988 AND f4 <= -1.473729 AND f4 > -1.804018 AND f1 > -1.926611 AND f2 <= 2.547646 AND f8 <= -0.730229 AND f5 > -0.105926 AND f5 > -0.059402,20.0,2,11
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 > 0.614656 AND f3 > -1.262290 AND f13 <= 0.395653 AND f14 <= -0.246319 AND f1 <= -0.692000 AND f2 <= 2.402491 AND f13 <= 0.390301,36.5,2,11
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 > 0.614656 AND f3 > -1.262290 AND f13 <= 0.395653 AND f14 <= -0.246319 AND f1 > -0.692000 AND f4 <= -0.949737 AND f3 > -0.654320,40.5,2,11
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 > 0.614656 AND f3 > -1.262290 AND f13 > 0.395653 AND f13 <= 0.400877 AND f7 <= -2.398679 AND f1 <= -1.112089 AND f13 <= 0.398169,43.5,2,11
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 > 0.614656 AND f3 > -1.262290 AND f13 > 0.395653 AND f13 <= 0.400877 AND f7 <= -2.398679 AND f1 <= -1.112089 AND f13 > 0.398169,41.5,2,11
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 <= -0.288834 AND f13 <= -2.257548 AND f13 > -3.849184 AND f13 <= -3.010545 AND f13 <= -3.336447 AND f13 <= -3.554771 AND f13 <= -3.663241 AND f5 > 0.074353,22.0,2,11
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 <= -0.288834 AND f13 <= -2.257548 AND f13 > -3.849184 AND f13 > -3.010545 AND f13 > -2.587637 AND f13 > -2.463076 AND f2 <= 1.094130 AND f13 > -2.417694,32.5,2,11
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 <= -0.288834 AND f13 > -2.257548 AND f13 > -1.478622 AND f13 > -1.180526 AND f13 <= -1.023100 AND f7 > 0.199171 AND f13 <= -1.127793 AND f13 <= -1.139676,59.75,2,11
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 > -0.288834 AND f1 <= -0.892765 AND f13 <= 0.390917 AND f3 <= -0.549347 AND f1 <= -1.652670 AND f0 <= -1.312491 AND f14 > -0.235476 AND f0 <= -1.563764,13.0,2,11
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 > -0.288834 AND f1 > -0.892765 AND f13 <= 0.401985 AND f14 <= -0.153754 AND f1 > -0.378657 AND f3 > 0.369170 AND f9 > -1.227614 AND f2 <= 0.533124,34.5,2,11
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 <= -0.985277 AND f7 > 0.192860 AND f2 <= 0.470354 AND f2 <= 0.058426 AND f6 > 0.576286 AND f3 > -1.129616 AND f7 > 0.193155,45.0,2,11
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 <= -0.427441 AND f13 > 0.398653 AND f5 > 0.267425 AND f1 <= -0.686371 AND f3 <= 0.319599 AND f2 <= 1.113746,19.0,2,11
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 <= -0.427441 AND f13 > 0.398653 AND f5 > 0.267425 AND f1 > -0.686371 AND f13 <= 0.399466 AND f8 <= 0.141050,28.999999999999996,2,11
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 > 0.030378 AND f4 > 0.762551 AND f1 <= 0.932882 AND f8 > -0.149376 AND f9 <= 0.261179 AND f2 <= 0.046657 AND f4 <= 1.411954 AND f4 <= 1.312619,67.0,2,11
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 > 0.030378 AND f4 > 0.762551 AND f1 <= 0.932882 AND f8 > -0.149376 AND f9 <= 0.261179 AND f2 > 0.046657 AND f7 > 0.195722 AND f5 <= 0.287198,71.5,2,11
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 <= -0.241364 AND f2 <= -0.747775 AND f13 <= 0.391811 AND f7 > 0.185969 AND f8 > -0.221983 AND f5 <= -0.068707 AND f6 <= 0.773400 AND f9 <= 0.013047 AND f7 > 0.189392,119.0,2,12
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 <= -0.241364 AND f2 > -0.747775 AND f2 > -0.506503 AND f7 <= 0.185889 AND f0 <= -0.316621 AND f13 <= 0.390516 AND f0 <= -0.392695 AND f5 <= -0.055913 AND f4 > -0.198516,88.5,2,12
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 <= -0.439802 AND f13 > 0.386335 AND f1 <= -0.196018 AND f8 <= -0.585016 AND f0 > -0.016938 AND f5 <= -0.023347 AND f11 > -0.894771,61.5,2,12
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 > -0.241364 AND f13 > -1.179991 AND f8 <= -0.439802 AND f13 > 0.386335 AND f1 > -0.196018 AND f1 <= -0.088360 AND f13 > 0.391188 AND f2 > -0.692703 AND f9 <= -0.235085,48.5,2,12
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 <= -0.169958 AND f13 > -1.388880 AND f13 <= 0.402215 AND f1 <= 0.289309 AND f13 > 0.397660 AND f0 <= 0.066051 AND f0 <= -0.199053 AND f1 <= -0.142242 AND f13 <= 0.401887,35.5,2,12
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 <= 0.392464 AND f13 <= -1.185760 AND f13 <= -1.426585 AND f13 > -1.541753 AND f13 <= -1.480513 AND f4 > -0.299092,48.5,2,12
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 > 0.392464 AND f1 > 0.094173 AND f4 <= 0.211241 AND f3 > 0.796353 AND f5 <= 0.423279 AND f5 <= 0.400017,46.5,2,12
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 > 0.398949 AND f1 <= 0.351227 AND f6 <= 0.788110 AND f14 <= -0.124382 AND f6 <= 0.623358 AND f9 > 0.757444 AND f4 > 0.116873 AND f2 > -0.734044,45.0,2,12
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 > 0.398949 AND f1 > 0.351227 AND f13 <= 0.406147 AND f1 > 0.409392 AND f6 <= 0.536078 AND f13 <= 0.400929 AND f14 <= -0.150731 AND f4 <= 0.231108,52.5,2,12
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 <= -0.166710 AND f4 <= 2.030314 AND f8 <= -0.439802 AND f13 <= 0.397210 AND f9 <= 0.509312 AND f5 > 0.031318 AND f6 > 0.184998 AND f14 <= -0.197276,66.5,2,12
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 <= -0.166710 AND f4 <= 2.030314 AND f8 <= -0.439802 AND f13 > 0.397210 AND f2 <= -1.187165 AND f7 > 0.197052 AND f13 > 0.414558 AND f6 <= 0.333079,64.5,2,12
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 <= -0.166710 AND f4 > 2.030314 AND f13 <= 0.410704 AND f1 <= 1.818500 AND f4 > 2.459938 AND f7 <= 0.198185 AND f0 > 0.734575 AND f1 > 1.219957,88.5,2,12
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 <= 1.871036 AND f13 > 0.391457 AND f14 <= -0.149109 AND f8 <= -0.439802 AND f4 <= 0.414878 AND f3 > 0.361880 AND f2 <= -0.724236,37.5,2,12
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 > -0.166710 AND f1 > 1.871036 AND f13 <= 0.431776 AND f5 <= 0.386060 AND f4 > 1.731068 AND f0 > 3.351039 AND f13 > 0.419312 AND f6 <= 0.440953,90.0,2,12
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 > -1.571988 AND f2 > 0.614656 AND f3 > -1.262290 AND f13 <= 0.395653 AND f14 <= -0.246319 AND f1 > -0.692000 AND f4 <= -0.949737 AND f3 <= -0.654320 AND f6 <= -0.381830,42.5,2,12
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 <= -0.288834 AND f13 > -2.257548 AND f13 <= -1.478622 AND f13 <= -1.817440 AND f13 <= -2.024549 AND f13 <= -2.122781 AND f13 > -2.168481 AND f0 <= -0.865272 AND f4 > -1.289959,35.75,2,12
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 > -0.288834 AND f1 <= -0.892765 AND f13 > 0.390917 AND f1 <= -1.412502 AND f0 > -1.310186 AND f5 <= 0.148790 AND f1 > -1.549473 AND f5 <= 0.126692 AND f8 > -0.875442,22.5,2,12
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 > -0.288834 AND f1 <= -0.892765 AND f13 > 0.390917 AND f1 > -1.412502 AND f7 > 0.205344 AND f13 > 0.396515 AND f4 <= -1.018030 AND f2 <= 1.419749 AND f1 <= -1.024107,17.5,2,12
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 <= -0.985277 AND f7 <= 0.192860 AND f2 > 0.333045 AND f13 > 0.387599 AND f1 <= -1.140438 AND f4 <= -0.413328 AND f0 > -0.784588 AND f8 > -1.020655,40.5,2,12
IF f2 > -0.157345 AND f0 > -0.835304 AND f7 > 0.187807 AND f1 <= 0.030378 AND f3 > -0.985277 AND f1 <= -0.427441 AND f13 > 0.398653 AND f5 > 0.267425 AND f1 > -0.686371 AND f13 <= 0.399466 AND f8 > 0.141050 AND f5 <= 0.531446,26.0,2,12
IF f2 <= -0.157345 AND f7 <= 0.195483 AND f2 > -1.068439 AND f14 <= -0.241364 AND f2 > -0.747775 AND f2 > -0.506503 AND f7 <= 0.185889 AND f0 <= -0.316621 AND f13 > 0.390516 AND f9 > -0.731350 AND f5 <= 0.116224 AND f3 > -1.399339 AND f5 > 0.081331,66.5,2,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 <= -0.169958 AND f13 > -1.388880 AND f13 <= 0.402215 AND f1 <= 0.289309 AND f13 <= 0.397660 AND f2 > -0.626158 AND f0 <= -0.443410 AND f14 > -0.203878 AND f8 <= -1.165868 AND f5 <= 0.347678,46.5,2,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 <= -0.169958 AND f13 > -1.388880 AND f13 <= 0.402215 AND f1 <= 0.289309 AND f13 > 0.397660 AND f0 <= 0.066051 AND f0 > -0.199053 AND f2 <= -0.306424 AND f13 > 0.399027 AND f0 > -0.069959,40.5,2,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 <= -0.169958 AND f13 > -1.388880 AND f13 <= 0.402215 AND f1 > 0.289309 AND f14 <= -0.213057 AND f2 > -0.626158 AND f0 > -0.288958 AND f5 > 0.660549 AND f0 <= 0.059135 AND f8 > 0.504083,64.5,2,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 <= 0.392464 AND f13 <= -1.185760 AND f13 <= -1.426585 AND f13 <= -1.541753 AND f13 <= -1.640446 AND f13 <= -1.686876 AND f3 > 0.687006,43.5,2,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 <= 0.398949 AND f13 > -1.779359 AND f13 <= 0.392464 AND f13 <= -1.185760 AND f13 > -1.426585 AND f13 > -1.331230 AND f13 > -1.247313 AND f2 <= -0.422156 AND f5 > 0.507021,56.99999999999999,2,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 > 0.398949 AND f1 <= 0.351227 AND f6 <= 0.788110 AND f14 <= -0.124382 AND f6 <= 0.623358 AND f9 <= 0.757444 AND f13 > 0.402822 AND f3 > 0.296272 AND f13 > 0.404291,30.0,2,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 > 0.398949 AND f1 <= 0.351227 AND f6 <= 0.788110 AND f14 > -0.124382 AND f13 <= 0.408980 AND f0 <= -0.157559 AND f8 <= 1.593183 AND f7 <= 0.219870 AND f3 <= 0.531004,25.5,2,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 > 0.398949 AND f1 <= 0.351227 AND f6 <= 0.788110 AND f14 > -0.124382 AND f13 <= 0.408980 AND f0 <= -0.157559 AND f8 <= 1.593183 AND f7 > 0.219870 AND f9 > 0.757444,31.0,2,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 > 0.398949 AND f1 <= 0.351227 AND f6 <= 0.788110 AND f14 > -0.124382 AND f13 <= 0.408980 AND f0 > -0.157559 AND f14 <= -0.106071 AND f6 <= 0.553730 AND f1 > -0.136613,31.0,2,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 > 0.398949 AND f1 <= 0.351227 AND f6 <= 0.788110 AND f14 > -0.124382 AND f13 <= 0.408980 AND f0 > -0.157559 AND f14 > -0.106071 AND f1 <= 0.069781 AND f4 > -0.512663,35.5,2,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 <= 0.289661 AND f14 > -0.169958 AND f13 > 0.398949 AND f1 > 0.351227 AND f13 <= 0.406147 AND f1 > 0.409392 AND f6 <= 0.536078 AND f13 > 0.400929 AND f1 > 0.557621 AND f9 <= 0.261179 AND f6 > 0.353673,50.5,2,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 <= -0.166710 AND f4 <= 2.030314 AND f8 > -0.439802 AND f1 > 0.880346 AND f13 <= 0.401399 AND f9 <= -0.731350 AND f6 <= -0.110184 AND f3 <= 1.077739 AND f8 > 0.358870,72.5,2,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 <= -0.166710 AND f4 > 2.030314 AND f13 <= 0.410704 AND f1 <= 1.818500 AND f4 <= 2.459938 AND f14 > -0.194799 AND f4 <= 2.216568 AND f4 > 2.056390 AND f2 <= -1.145972,92.5,2,13
IF f2 <= -0.157345 AND f7 > 0.195483 AND f0 > 0.289661 AND f13 > -1.208139 AND f14 <= -0.166710 AND f4 > 2.030314 AND f13 <= 0.410704 AND f1 <= 1.818500 AND f4 <= 2.459938 AND f14 > -0.194799 AND f4 <= 2.216568 AND f4 > 2.056390 AND f2 > -1.145972,94.5,2,13
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 <= 0.190982 AND f1 <= -1.571988 AND f4 <= -1.473729 AND f4 > -1.804018 AND f1 > -1.926611 AND f2 > 2.547646 AND f8 > -1.020655 AND f5 > -0.132677 AND f1 <= -1.639535 AND f3 <= -1.275412 AND f0 <= -1.741269,20.5,2,13
IF f2 > -0.157345 AND f0 <= -0.835304 AND f7 > 0.190982 AND f13 <= -0.288834 AND f13 > -2.257548 AND f13 <= -1.478622 AND f13 <= -1.817440 AND f13 > -2.024549 AND f13 <= -1.910233 AND f13 <= -1.958649 AND f13 > -2.002273 AND f13 > -1.984044 AND f13 <= -1.973609,38.5,2,13
